   0.12398,  -0.13545,   0.63687,  -0.32669,   0.11111,  -0.13242,   0.07055,  -0.27507
   0.27759,  -0.04800,   0.19253,   0.21500,   0.35662,   0.06906,  -0.00151,  -0.11385
   0.15789,   0.18267,  -0.07121,  -0.08993,  -0.05384,  -0.37469,  -0.16619,  -0.08537
   0.18153,   0.25917,  -0.08424,   0.13542,  -0.11177,  -0.10253,  -0.14748,  -0.12592
  -0.30087,   0.40651,   0.03061,   0.34191,   0.11996,   0.21425,   0.05706,   0.20699
   0.35344,  -0.02240,  -0.08055,   0.19150,  -0.51665,   0.02782,  -0.07622,   0.04670
  -0.18118,  -0.04934,   0.02773,   0.07836,  -0.06039,  -0.05060,  -0.37223,  -0.16064
   0.07289,   0.04927,  -0.16391,  -0.12993,   0.16521,   0.00468,   0.20163,  -0.01230
   0.25132,   0.10999,  -0.02808,  -0.14398,   0.12929,   0.19447,   0.09446,  -0.33192
   0.06592,  -0.17431,   0.31735,  -0.50104,  -0.00801,   0.10580,  -0.22964,  -0.08874
   0.45606,   0.09167,   0.52872,   0.16665,  -0.17853,  -0.05639,   0.11686,   0.31959
  -0.10200,  -0.04087,  -0.43851,   0.23604,   0.19990,  -0.06364,  -0.09309,   0.54321
  -0.11940,   0.04966,   0.14472,  -0.24008,   0.12355,  -0.07589,   0.20505,   0.11219
  -0.01020,  -0.18166,   0.12271,   0.14871,   0.14075,  -0.13798,  -0.09061,   0.08556
   0.16956,   0.15367,   0.21625,   0.12525,   0.34195,   0.24939,  -0.06309,   0.03306
   0.14059,   0.05092,   0.02474,   0.01554,   0.06115,   0.03628,   0.05166,   0.25653
   0.08274,  -0.00164,  -0.14335,   0.03119,   0.41680,  -0.03762,  -0.21520,   0.16530
  -0.06802,   0.09940,  -0.11122,   0.12132,   0.21071,  -0.01850,   0.17378,  -0.20272
